fecha_publicacion,fecha_larga,agno,nivel,entidad,seccion,titulo,subtitulo,descripcion,presupuesto,num_beneficiarios,link_publicacion
23/02/2021,Martes 23 de Febrero del 2021  ,2021,Alcaldía,Iztapalapa,Funerario,Servicio funerario brindado en Iztapalapa,Apoyo de Servicios Funerarios en la Alcaldía Iztapalapa,Se proporcionarán hasta 472 servicios funerarios a personas en situación de pobreza,3000000,472,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ae9fcdcefaa82dd4f020c327cc6f37d0.pdf
23/02/2021,Martes 23 de Febrero del 2021  ,2021,Alcaldía,Tláhuac,Mujeres,Atención a mujeres víctimas violencia 2021,Atención Integral de Mujeres Víctimas de Violencia 2021,"Se otorgarán transferencias monetarias a 13 facilitadores de servicios que brindarán un estimado de 1,000 asesorías a mujeres victimas de violencia. ",500000,13,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ae9fcdcefaa82dd4f020c327cc6f37d0.pdf
23/02/2021,Martes 23 de Febrero del 2021  ,2021,Alcaldía,Tláhuac,Funerario,Tláhuac recuerda a sus ausentes,"En la Ausencia y el Recuerdo, Tláhuac esta Contigo. ",Se otorgarán 63  servicios funerarios a personas en situación de pobreza habitantes de la demarcación,599824.4,63,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ae9fcdcefaa82dd4f020c327cc6f37d0.pdf
26/02/2021,Viernes 26 de Febrero del 2021  ,2021,Alcaldía,Gustavo A. Madero,Económico,Apoyos económicos por COVID y Cablebús,Apoyos Emergentes para la atención de habitantes de la demarcación que han visto afectada su economía por el COVID-19 y colateralmente en su entorno económico y social por las obras del Cablebús,"Se otorgarán transferencias monetarias  de $12,500  a 449 comercios afectados por la pandemia",5612500,446,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e3bf6bcc0b107d5dd7f9a1774400995f_.pdf
26/02/2021,Viernes 26 de Febrero del 2021  ,2021,Alcaldía,Gustavo A. Madero,Económico,Apoyo emergencia Lindavista Vallejo,Apoyo Emergente para los Habitantes de la Unidad Habitacional Lindavista Vallejo,"Se otorgarán transferencias monetarias de $5,000 de manera mensual para el pago provisional de renta a 40 familias que fueron evacuadas de la Unidad Habitacional Lindavista Vallejo.",2400000,40,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e3bf6bcc0b107d5dd7f9a1774400995f_.pdf
1/3/2021,Lunes 1 de Marzo del 2021  ,2021,Alcaldía,Miguel Hidalgo,Económico,Fortec MH apoya economía local 2021,"Fortaleciendo la Economía FORTEC MH Contigo, 2021","Se otorgará una transferencia monetaria de $4,000 pesos a 2,500 personas titulares de micro y pequeñas empresas",10000000,2500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e765364096f167350abb79e87d496ba5.pdf
3/3/2021,Miércoles 3 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Cultura,Cultura cívica y sanitaria 2021,Por una Cultura Cívica y Sanitaria en Comunidad 2021,Se otorgarán transferencias monetarias a 165 facilitadores de servicios que realizarán acciones de atención y mantenimiento de espacios públicos con un enfoque de cultura en comunidad,2700000,165,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/2397ae7c33a2fa6b016064f2a403bd66.pdf
3/3/2021,Miércoles 3 de Marzo del 2021  ,2021,Alcaldía,Miguel Hidalgo,Alimentación,Entrega paquetes alimentarios emergencia 2021,Entrega de Paquetes Alimentarios 2021,"Se otorgará un paquete alimentario a 14,563 personas residentes de la Alcaldía Miguel Hidalgo",4500000,14563,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/2397ae7c33a2fa6b016064f2a403bd66.pdf
3/3/2021,Miércoles 3 de Marzo del 2021  ,2021,Alcaldía,Venustiano Carranza,Económico,Apoyo familias COVID en Venustiano Carranza,"Apoyo a Familias Residentes en la Alcaldía en Venustiano Carranza, derivado de la Emergencia Sanitaria COVID-19","Se otorgarán 41,333 monederos electrónicos con un monto de $1,500 pesos a personas habitantes de la demarcación Venustiano Carranza",62000000,41333,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/2397ae7c33a2fa6b016064f2a403bd66.pdf
5/3/2021,Viernes 5 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Empleo,Reactiva tu Negocio,Reactiva tu Negocio,"Se otorgará una transferencia monetaria de $4,000 pesos a 2,500 personas titulares de negocios o locales en la demarcación",10000000,2500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7fefe24a98630c01b97c1d00659b2db7.pdf
8/3/2021,Lunes 8 de Marzo del 2021  ,2021,Central,COPRED,Inclusión,Concurso de tesis sobre discriminación,Lineamientos de la Acción Social del 9º Concurso de Tesis sobre Discriminación en la Ciudad de México,"Se otorgarán transferencias monetarias a estudiantes de licenciatura y posgrado que realicen proyectos de tesis relacionados con temas de derechos humanos, igualdad, discriminación, desigualdad e inclusión de grupos priotirarios.",412000,30,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/f88a6a80ebd561851bc03102adb97d87.pdf
9/3/2021,Martes 9 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Agropecuario,Insumos para producción agrícola,Apoyo con Insumos a la Producción Agrícola,Se otorgarán transferencias en especie a 200 productores agrícolas de la demarcación,2500000,200,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/4f0b887fe1622338ec36e8900f1b55e5.pdf
10/3/2021,Miércoles 10 de Marzo del 2021  ,2021,Central,Secretaría de Gobierno,Seguridad,"Sí al desarme, sí a la paz 2021","Sí al Desarme, Sí a la Paz, Ejercicio Fiscal 2021",Se otorgarán transferencias monetarias a cambio de armas de fuego con el fin de disminuir la violencia en las 16 alcaldías. ,10000000,4000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ac35f304b79e69bdaeb0b6cf5808d554.pdf
12/3/2021,Viernes 12 de Marzo del 2021  ,2021,Alcaldía,Álvaro Obregón,Económico,Apoyo empresarial emergente Álvaro Obregón 2021,Fortaleciendo la Cultura Empresarial con Apoyo Emergente en Álvaro Obregón 2021,"Se otorgarán transferencias monetarias de $5,000 pesos a 240 personas que cuenten con unidades económicas que pertenezcan a la categoría de actividades económicas no esenciales",1200000,240,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/690cf5a048720095757d8365658c41cf.pdf
12/3/2021,Viernes 12 de Marzo del 2021  ,2021,Alcaldía,Álvaro Obregón,Salud,Compra de medicamentos por COVID,Apoyo Emergente para Compra de Medicamento por COVID-19,"Se otorgarán 6,000 transferencias monetarias de $800 pesos a personas que requieran comprar medicamentos a raíz de haber enfermado de COVID-19.",4800000,6000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/690cf5a048720095757d8365658c41cf.pdf
12/3/2021,Viernes 12 de Marzo del 2021  ,2021,Alcaldía,Álvaro Obregón,Infancia,Efectos pandemia en infancia mitigados,"Mitigar los Efectos del Confinamiento causados por la Pandemia en Niñas, Niños y Adolescentes","Se otorgarán transferencias en especie (paquetes de libros) a 6,000 niños y niñas habitantes de la demarcación",1500000,6000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/690cf5a048720095757d8365658c41cf.pdf
12/3/2021,Viernes 12 de Marzo del 2021  ,2021,Alcaldía,Álvaro Obregón,Mujeres,Apoyo a mujeres emprendedoras por COVID,Apoyo a la Economía de las Mujeres Emprendedoras Afectadas por la Pandemia del COVID-19,"Se otorgarán transferencias monetarias de $4,000 pesos a 800 mujeres emprendedoras en la demarcación.",3200000,800,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/690cf5a048720095757d8365658c41cf.pdf
18/03/2021,Jueves 18 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Infancia,Crianza positiva en contingencia infantil,Crianza Positiva: Apoyo a la Primera Infancia en Contingencia,"Se otorgarán transferencias monetarias de $2,500 pesos a 760 madres y padres de niñas y niños de 0 a 5 años. Asimismo, se otorgarán talleres sobre temas de paternidad responsable, sensibilización infantil, estimulación de habilidades cognitivas, entre otros. Los cursos serán otorgados por 5 facilitadores de servicios. ",2000000,765,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6cdf1b60643ab502df7c3c819787de78.pdf
18/03/2021,Jueves 18 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Discapacidad,Apoyo discapacidad o enfermedad crónica,Apoyo para Personas con Discapacidad o Enfermedad Crónico-Degenerativa,Se otorgarán transferencias monetarias y en especie a personas con discapacidad permanente y con padecimientos crónico-degenerativos.,11100000,2500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6cdf1b60643ab502df7c3c819787de78.pdf
22/03/2021,Lunes 22 de Marzo del 2021  ,2021,Alcaldía,Benito Juárez,Salud,Medicinas y estudios de laboratorio BJ,Apoyo de Medicamentos y Estudios de Laboratorio BJ,"Entrega gratuita de 3,000 servicios de medicamentos y estudios de laboratorios, dirigido principalmente a personas que por su condición de salud no pueden trasladarse para adquirir medicamentos y realizar estudios de laboratorio.",3000000,3000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/83b3681457237184a5553753e9eadd51.pdf
22/03/2021,Lunes 22 de Marzo del 2021  ,2021,Alcaldía,Benito Juárez,Salud,Consultas médicas a domicilio BJ,Consultas Médicas a Domicilio BJ,"Se realizarán 3,000 visitas para realizar un servicio médico a domicilio de manera gratuita a personas residentes de la Alcaldía Benito Juárez",3000000,3000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/83b3681457237184a5553753e9eadd51.pdf
24/03/2021,Miércoles 24 de Marzo del 2021  ,2021,Alcaldía,Álvaro Obregón,Empleo,Empleo a desempleados por emergencia sanitaria,"Trabajo en Beneficio de tu Colonia, Apoyo Económico para Personas sin Empleo a causa de la Emergencia Sanitaria","Se otorgará una transferencia monetaria de $2,300 pesos a 2,500 personas que participen en actividades de trabajo comunitario durante un período de dos semanas. ",5770000,2510,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/3e4a5b4ead5159e71d2d21ebd8a52e70.pdf
25/03/2021,Jueves 25 de Marzo del 2021  ,2021,Alcaldía,Milpa Alta,Cultura,Pueblos fortalecen cultura y tradiciones,El Gobierno de los Pueblos Fortaleciendo las Costumbres y Tradiciones,"Se otorgarán 150 transferencias monetarias para el desarrollo de actividades culturales (compra de vestuario, difusión de actividades culturales, compra de materiales culturales, mejora de espacios físicos)",4500000,150,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/23ee7475ab886880b57bed74cf165ab4.pdf
29/03/2021,Lunes 29 de Marzo del 2021  ,2021,Alcaldía,Benito Juárez,Empleo,Apoyo temporal desempleo Benito Juárez,"Apoyo Temporal para Personas Desempleadas BJ, (Seguro de Desempleo)","Se otorgarán transferencias monetarias a 1,000 personas habitantes de la demarcación que se encuentren en situación de desempleo. ",5000000,1000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7604c65d84af573e27569148f9cf64c0.pdf
29/03/2021,Lunes 29 de Marzo del 2021  ,2021,Alcaldía,Benito Juárez,Cultura,Reactivación cultural en Benito Juárez,Reactivación de La Industria Creativa y Cultural en la Alcaldía Benito Juárez ante la Contingencia por COVID-19,Se otorgarán transferencias monetarias a facilitadores con el objetivo de desarrollar proyectos culturales durante la emergencia sanitaria,800000,250,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7604c65d84af573e27569148f9cf64c0.pdf
29/03/2021,Lunes 29 de Marzo del 2021  ,2021,Alcaldía,Benito Juárez,Salud,Transporte a vacunación COVID-19 BJ,"Apoyo Temporal de Transporte, para vacunación COVID-19 en BJ",Se otorgará el servicio de transporte a personas mayores residentes de la alcaldía para trasladarse a los centros de vacunación correspondiente.,889488,7200,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7604c65d84af573e27569148f9cf64c0.pdf
29/03/2021,Lunes 29 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Educación,Educación media y superior a distancia,Curso a distancia de Educación Media Superior y Superior,Se otorgarán asesorias para educación media superior a 700 jóvenes. ,200000,700,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7604c65d84af573e27569148f9cf64c0.pdf
29/03/2021,Lunes 29 de Marzo del 2021  ,2021,Alcaldía,Magdalena Contreras,Educación,Kioscos escolares y club de tareas,"Kioscos de Enseñanza y Aprendizaje, Club de tareas",Se otorgarán asesorias de nivel educativo básico para desarrollar correctamente sus tareas y clases a distancia,600000,9900,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7604c65d84af573e27569148f9cf64c0.pdf
30/03/2021,Martes 30 de Marzo del 2021  ,2021,Alcaldía,Gustavo A. Madero,Económico,Apoyo a Unidad San Juan Aragón,Apoyo Emergente para Los Habitantes de la Unidad Habitacional San Juan de Aragón 1ra. Sección,Se otorgarán  transferencias monetarias para el pago de renta temporal a familias que abandonaron sus viviendas debido a las afectaciones derivadas de una contingencia. ,1080000,30,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/d3e93821c90dcd30e6c7af6872fdaa94.pdf
30/03/2021,Martes 30 de Marzo del 2021,2021,Alcaldía,Venustiano Carranza,Salud,Servicios médicos y medicamentos,Respaldo Venustiano Carranza Otorga Servicios de Atención a la Salud y Medicamentos,Se otorgarán servicios de salud básicos a los habitantes de la demarcación de la alcaldía Venustiano Carranza,4640000,20000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/d3e93821c90dcd30e6c7af6872fdaa94.pdf
