fecha_publicacion,fecha_larga,agno,nivel,entidad,seccion,titulo,subtitulo,descripcion,presupuesto,num_beneficiarios,link_publicacion
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Gustavo A. Madero,Empleo,Mercomuna Gam,Mercomuna Gam,"Se otorgarán 76,966 transferencias monetarias de $1,050 pesos en vales, durante tres ministraciones quincenales de $350 pesos a través de documentos con valor nominativo (vales) a familias de Gustavo A. Madero que se encuentren incorporadas al padrón de personas beneficiarias del Programa de Abasto Social de Leche Liconsa. Adicionalmente, se entregarán 33,000  transferencias monetarias de $350 pesos en vales en una ministración, a familias de Gustavo A. Madero , las cuales, con motivo de la emergencia sanitaria, perdieran su trabajo o disminuyeran  sus ingresos con por este motivo.",92364300,109966,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Magdalena Contreras,Alimentación,Mercomuna Magdalena Contreras,Mercomuna la Magdalena Contreras,"Se otorgará una transferencia monetaria de $1,050 pesos en vales a 8,518 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa y a 3,074 personas mayores.",12171600,11592,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Miguel Hidalgo,Alimentación,Mercomuna solidario en Miguel Hidalgo,"Programa para la articulación solidaria de Mercado, Comunidad, Abasto y Alimentación “Mercomuna” en la Alcaldía Miguel Hidalgo","Otorgar un talón de vales por un monto de $350 en cuatro ministraciones a 8,793 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa. El objetivo es mitigar las repercusiones económicas de las familias y comerciantes para la adquisición de productos de la canasta básica a causa de la contingencia sanitaria ocasionada por el COVID-19.",12311250,8793,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Xochimilco,Económico,Mercomuna Xochimilco,Mercomuna Xochimilco,"Se otorgará una transferencia monetaria de $1,050 pesos en vales, en tres ministraciones quincenales de $350 pesos a 24,013 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa.",25213650,24013,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
27/04/2020,Lunes 27 de Abril del 2020  ,2020,Alcaldía,Xochimilco,Discapacidad,Sillas de ruedas a necesitados,Sillas de Ruedas para Personas de Escasos Recursos,Se otorgarán sillas de ruedas a 38 personas con discapacidad.,299977,38,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/157f26a7f2b47be22c609f5f81a30f9f.pdf
28/04/2020,Martes 28 de Abril del 2020  ,2020,Alcaldía,Benito Juárez,Salud,Médico en tu casa disponible,Médico en tu Casa,"La acción social proveerá servicios de atención médica a domicilio a 8,000 personas adultas mayores, personas con discapacidad o que padezcan alguna enfermedad crónica degenerativa, así como a la población en general durante la contingencia sanitaria ocasionada por el virus COVID-19.",8000000,8000,https://alcaldiabenitojuarez.gob.mx/triforce.php?id=149
28/04/2020,Martes 28 de Abril del 2020  ,2020,Alcaldía,Miguel Hidalgo,Infancia,Apoyo a niños en estancias,Beneficio a Niñas y Niños Inscritos en Estancias Infantiles,"Se otorgará hasta 200 niñas y niños, mediante una transferencia monetaria de $6,250 pesos contribuyendo con ello en la economía de las familias beneficiadas para continuar con la prestación del servicio.",1250000,200,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/251e34957da6e3f29309e7044c04aa1e.pdf
29/04/2020,Miércoles 29 de Abril del 2020  ,2020,Alcaldía,Azcapotzalco,Mujeres,Apoyo a microempresarias en pandemia,"Apoyo Económico Emergente a Mujeres Microempresarias en Azcapotzalco”, para mitigar el impacto de la emergencia sanitaria por la pandemia de COVID-19","Se otorgará una transferencia monetaria a 1,250 mujeres y mujeres trans de la Alcaldía Azcapotzalco para reducir los efectos negativos en sus negocios derivado de la emergencia sanitaria. Se realizará en una ministración de $4,000.00 pesos.",5000000,1250,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e1ab736fb4d9692c5bfd6c57324d54ac.pdf
29/04/2020,Miércoles 29 de Abril del 2020  ,2020,Alcaldía,Azcapotzalco,Económico,Mercomuna Azcapotzalco,Mercomuna Azcapotzalco,"Se otorgará una transferencia monetaria de $1,550 pesos en vales, en dos ministraciones quincenales a 16,000 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa y 650 personas pertenecientes a grupos de atención prioritaria.",25102350,16650,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e1ab736fb4d9692c5bfd6c57324d54ac.pdf
29/04/2020,Miércoles 29 de Abril del 2020  ,2020,Alcaldía,Coyoacán,Económico,Mercomuna Coyoacán,Mercomuna Coyoacán,"Se otorgará una transferencia monetaria de $1,050 pesos en vales, en una sola ministración a 21,347 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa.",22750550,21347,https://www.coyoacan.cdmx.gob.mx/pdf?file=accion_social_mercomuna_VF.pdf
29/04/2020,Miércoles 29 de Abril del 2020  ,2020,Alcaldía,Tlalpan,Económico,Emergencia social atendida en Tlalpan,Apoyo Emergencia Social Tlalpan 2020,"Se otorgarán transferencias monetarias de $2,000 pesos mediante un vale o cheque por única ocasión a 1,000 habitantes de Tlalpan que viven en condición de vulnerabilidad, situaciones de emergencia social y/o económica de las zonas clasificadas como de bajo y muy bajo Índice de Bienestar Social durante la contingencia sanitaria ocasionada por el virus COVID-19.",2000000,1000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e1ab736fb4d9692c5bfd6c57324d54ac.pdf
29/04/2020,Miércoles 29 de Abril del 2020  ,2020,Alcaldía,Tlalpan,Económico,Mercomuna Tlalpan,Mercomuna Tlalpan,"Se otorgará una transferencia monetaria de $1,050 pesos en vales, en tres ministraciones quincenales de $350 pesos a 30,551 familias incorporadas al padrón de beneficiarios del Programa de Abasto Social de Leche Liconsa.",32078550,30551,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/e1ab736fb4d9692c5bfd6c57324d54ac.pdf
30/04/2020,Jueves 30 de Abril del 2020  ,2020,Alcaldía,Xochimilco,Turismo,Apoyo económico a sectores Xochimilco,"Apoyo al Sector Turístico, Agrícola, Comercial y Agrícola de Xochimilco","La acción social otorga una transferencia monetaria de $12,801 pesos en tres exhibiciones a 2,656 personas prestadoras de servicios del sector turístico, comercial y agrícola durante la contingencia sanitaria ocasionada por el virus COVID-19.",34000000,2656,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/c31d34b029f97c1a908d19b2cc652da2.pdf
3/5/2020,Domingo 3 de Mayo del 2020  ,2020,Alcaldía,Álvaro Obregón,Infancia,Día del Niño,Día del Niño,"Entregar 1,662 juguetes a los habitantes de la Alcaldía con la intención de preservar las festividades y tradiciones.",498000,1662,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/b2f023a5b0958052f7cdfa7daf474824.pdf
5/5/2020,Martes 5 de Mayo del 2020  ,2020,Central,Secretaría del Trabajo,Empleo,Apoyo desempleo formal por pandemia,"Apoyo para Personas Residentes de la Ciudad de México que Perdieron su Empleo Formal Antes y Durante la Emergencia Derivada del SARS-CoV2, (COVID-19) y Que, Dadas las Medidas Para Atender la Emergencia Sanitaria, No se encuentran en Condiciones de Realizar la Búsqueda de Empleo","Se otorgarán transferencias monetarias para 35,333 personas. La distribución es la siguiente : Se brindará a 31,333 personas  $3,000 pesos distribuidos en dos ministraciones mensuales de $1,500 pesos y  a 4,000 personas se les proporcionarán $1,500 pesos en una sola ministración. . Los beneficiarios serán personas residentes de la Ciudad de México, que perdieron su empleo formal antes y durante el periodo en el que se han implementado las medidas gubernamentales adoptadas para enfrentar la emergencia derivada del virus SARS-COV2 (COVID-19).",100000000,35333,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/a8cf0b852de4d2253a4bb475e9c3ff4a.pdf
5/5/2020,Martes 5 de Mayo del 2020  ,2020,Alcaldía,Venustiano Carranza,Funerario,Ataúdes entregados a escasos recursos,Entrega de Ataúdes a Personas de Escasos Recursos,"Entrega por única vez hasta 34 ataúdes en la demarcación para favorecer a disminuir el gasto familiar de las personas de escasos recursos residentes de la Alcaldía Venustiano Carranza, que, por alguna circunstancia, sufran la pérdida de algún familiar, y que requieran contar con servicios funerarios.",120000,34,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/a8cf0b852de4d2253a4bb475e9c3ff4a.pdf
6/5/2020,Miércoles 6 de Mayo del 2020  ,2020,Alcaldía,Tláhuac,Cultura,Apoyo económico a artistas Tláhuac,"Ayudas Económicas a Colectivos Culturales, y Solistas,  Tláhuac 2020",Se otorgarán transferencias monetarias a colectivos culturales y artistas solistas que detuvieron sus actividades derivado de la emergencia sanitaria ocasionada por el COVID-19.,2000000,130,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/5026e9dc7cd7e9d10403e4b7892d8bca.pdf
8/5/2020,Viernes 8 de Mayo del 2020  ,2020,Alcaldía,Gustavo A. Madero,Vivienda,Mejoras prioritarias en viviendas FAIS,Mejoramiento de Vivienda en Situación Prioritaria (FAIS),"Se otorgará mejoramiento en los servicios básicos de vivienda (agua, drenaje y electricidad) a un máximo de 270 viviendas en condiciones de rezago social)",100000000,270,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/b143c2645da9adb3cababe52abf020e2.pdf
8/5/2020,Viernes 8 de Mayo del 2020  ,2020,Alcaldía,Gustavo A. Madero,Económico,Cooperativas fortalecen economía en GAM,Fomentanto Cooperativas en Busca de la Recuperación Económica en GAM,Se otorgarán transferencias monetarias hasta 10 organizaciones para la creación o consolidación de cooperativas en la Alcaldía Gustavo A. Madero,2500000,10,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/b143c2645da9adb3cababe52abf020e2.pdf
18/05/2020,Lunes 18 de Mayo del 2020  ,2020,Alcaldía,Milpa Alta,Salud,Cuarentena solidaria activa en comunidad,Cuarentena Solidaria,Se entregarán 275 transferencias monetarias  a personas diagnosticadas positivas a COVID-19 en situación de vulnerabilidad económica residentes en la demarcación territorial de Milpa Alta.,1000000,275,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6497dc6f3358595459a8cfc17c39e1ea.pdf
18/05/2020,Lunes 18 de Mayo del 2020  ,2020,Alcaldía,Tláhuac,Alimentación,Apoyo alimentario Tláhuac Crece Contigo,Apoyo Alimentario Emergente Tláhuac Crece Contigo.,"Se otorgarán paquetes alimentarios a 1,000 comerciantes de productos no esenciales ene espacios públicos en Tianguis y Concentraciones de la Alcaldía Tláhuac.",1000000,1000,http://www.tlahuac.cdmx.gob.mx/wp-content/uploads/2020/05/TLh_LINEAMIENTOS-DESPENSAS-TIANGUIS_06052020.pdf
19/05/2020,Martes 19 de Mayo del 2020  ,2020,Central,Secretaría de Movilidad,Transporte,Subsidio combustibles transporte colectivo 2020,"Subsidio a Combustibles para el Transporte de Pasajeros Público Concesionado Colectivo, clasificado como Rutas y Corredores, 2020","Se otorgarán transferencias monetarias a los beneficiarios que prestan  el servicio de Transporte de Pasajeros Público concesionado; la acción contempla dos tipos de beneficiarios : 1. Los que prestan el servicio de rutas recibirán una transferencia monetaria total de $20,000 pesos en cinco ministraciones mensuales de $4,000 pesos; 2. Los que prestan el servicio de corredores recibirán una transferencia monetaria total de $30,000 pesos en cinco ministraciones mensuales $6,000 pesos.",444607120,16805,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/cc70d23bfc8af552bf74004bbf4d415b.pdf
19/05/2020,Martes 19 de Mayo del 2020  ,2020,Alcaldía,Xochimilco,Alimentación,Paquetes alimentarios a población vulnerable,Entrega de Paquetes Alimentarios a Población Vulnerable,Se otorgarán 889 paquetes alimentarios a familias que se encuentren ubicadas en colonias con bajo y muy bajo índice de desarrollo social y que se hayan visto afectadas por la emergencia sanitaria.,650000,889,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/cc70d23bfc8af552bf74004bbf4d415b.pdf
27/05/2020,Miércoles 27 de Mayo del 2020  ,2020,Central,COPRED,Inclusión,Concurso inclusión laboral CDMX,"Primer Concurso de Buenas Prácticas de Inclusión Laboral, que convoca el Consejo para Prevenir y Eliminar la Discriminación en la Ciudad de México.","Se organizará un concurso para premiar a los mejores proyectos que fomenten buenas prácticas de inclusión laboral y trato igualitario en el sector privado de la ciudad de México. De este modo, se otorgarán incentivos económicos a diez proyectos finalistas  y a los cuatro  ganadores  del  concurso.",40000,14,https://copred.cdmx.gob.mx/storage/app/media/lineamientos-de-operacion-para-el-concurso-de-buenas-practicas-de-inclusion-laboral.pdf
1/6/2020,Lunes 1 de Junio del 2020  ,2020,Alcaldía,Milpa Alta,Funerario,Servicio funerario digno en Milpa Alta,Servicio Funerario Digno en los Pueblos de Milpa Alta,Se atenderán 44 solicitudes con la intención de suministrar servicios funerario gratuito para las familias o solicitantes de escasos recursos económicos que sean habitantes de la demarcación Milpa Alta.,200000,44,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/2b37267e0e2f36771e89bb66f003ffcb.pdf
4/6/2020,Jueves 4 de Junio del 2020  ,2020,Alcaldía,Azcapotzalco,Cultura,Instructores culturales en casas comunitarias,Instructores que imparten diferentes Disciplinas a la Población General en las Diferentes Casas de Cultura y los Centros de Desarrollo Comunitario,Otorgar una transferencia monetaria correspondiente al 70% del monto recaudado mensualmente por la o las actividades que realicen los 350 facilitadores de diferentes disciplinas culturales y deportivas en cualquiera de los Centros Generadores de la Alcaldía. El monto se entregará mensualmente por medio de un cheque nominativo a favor del instructor,4200000,350,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/c14f895324ff4ceca903a863c6e6474a.pdf
4/6/2020,Jueves 4 de Junio del 2020  ,2020,Alcaldía,Benito Juárez,Económico,Apoyo negocios afectados emergencia COVID,Lineamientos de Operación para Participar en la Acción Institucional para el Apoyo a Negocios Afectados por la Emergencia Sanitaria Derivada del COVID-2019,"Se otorgará una transferencia monetaria de $5,000 pesos a 1,000 personas físicas con actividad empresarial, personas físicas bajo el régimen de incorporación fiscal y/o Mypes durante la contingencia sanitaria ocasionada por el virus COVID-19.",5000000,1000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/c14f895324ff4ceca903a863c6e6474a.pdf
5/6/2020,Viernes 5 de Junio del 2020  ,2020,Alcaldía,Álvaro Obregón,Económico,Mercomuna Álvaro Obregón,"Mercomuna Álvaro Obregón (Mercado, Comunidad, Alimentación y Abasto)","Se otorgará una transferencia monetaria de $1,050 pesos en vales, por única ocasión  a 21,693 familias que integran el Padrón de Beneficiarios de las  Lecherías del Programa LICONSA.Asimismo, se otorgarán $500 pesos en vales a 16.578 personas en situación de vulnerabilidad socioeconómica.",31156650,21693,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/3763998fe1646b219fd43e06cdd1f10f.pdf
5/6/2020,Viernes 5 de Junio del 2020,2020,Alcaldía,Azcapotzalco,Alimentación,Paquete Cuides Azcapotzalco distribuido,Paquete Cuides Azcapo,"Se entregarán por única ocasión un paquete con artículos básicos de alimentación, limpieza personal y limpieza exterior a 23,907 personas.",1793025,23907,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/3763998fe1646b219fd43e06cdd1f10f.pdf
10/6/2020,Miércoles 10 de Junio del 2020  ,2020,Alcaldía,Iztacalco,Vivienda,Viviendas consideradas de alto riesgo,Viviendas de Alto Riesgo,"Se otorgarán transferencias en especie 150 viviendas y a sus habitantes con los materiales requeridos de acuerdo con las necesidades detectadas en sus viviendas,",2500000,150,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/0511fd20da8146a4070c7b5097175f4a.pdf
17/06/2020,Miércoles 17 de Junio del 2020  ,2020,Alcaldía,Iztapalapa,Salud,Reconocimiento por apoyo en contingencia,Otorgamiento de Reconocimiento a Personas Destacadas en Acciones de Apoyo a la Población en la Contingencia Sanitaria 2020,"Otorgar una transferencia monetaria de hasta $6,000 pesos  a 1,500 personas que participen o hayan participado de forma destacada en acciones de apoyo a la población afectada por la emergencia sanitaria causada por el COVID-19",9000000,1500,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/d84f81f8a10cc668ad1f2edc4142396a.pdf
23/06/2020,Martes 23 de Junio del 2020  ,2020,Alcaldía,Azcapotzalco,Alimentación,Comedores comunitarios en Azcapotzalco,Comedores Comunitarios Azcapotzalco,"Se habilitarán ocho comedores comunitarios en donde se otorgará el servicio a un total  de 52,800 personas aproximadamente. Cada comedor será operado por cuatro facilitadores de servicios.",3216000,52800,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/0f8cbd39e0da7cd4a27246587232df97.pdf
24/06/2020,Miércoles 24 de Junio del 2020  ,2020,Alcaldía,Tlalpan,Alimentación,Apoyo alimenticio familiar Tlalpan COVID,Apoyo Alimenticio a las Familias de Tlalpan en tiempos de Covid-19,"Otorgar 20,180 transferencias en especie (paquetes alimentarios) a las familias que se encuentren en situación de vulnerabilidad derivado de la emergencia sanitaria causada por el COVID-19",8072000,20180,http://www.tlalpan.cdmx.gob.mx/documentos/acciones-sociales/apoyo-alimenticio-familias-tlalpan-covid19.pdf
29/06/2020,Lunes 29 de Junio del 2020  ,2020,Central,DIF,Familias,Apoyo familias acogida temporal pandemia,Apoyo Emergente de Familias de Acogida Temporal Derivado de la Contingencia Sanitaria COVID-19 en la Ciudad de México,"Se entregará una transferencia monetaria  a familias de acogida para albergar a 117 niñas, niños y adolescentes que habitan o transitan por la Ciudad de México, que son víctimas de violencia y/o de algún delito, y  que se encuentran alojados por la Agencia del Ministerio Público 59 y el Centro de Estancia Transitoria para Niños y Niñas.",468000,117,http://intranet.dif.df.gob.mx/transparencia/new/Marco_Normativo_2020/LINEAMIENTO_APOYO_EMERGENTE_COVID19_2020.pdf
4/7/2020,Sábado 4 de Julio del 2020  ,2020,Alcaldía,Azcapotzalco,Educación,Prepa para Todos,Prepa para Todos,"Se otorgarán a 4,000 estudiantes de tercer año de secundaria cursos de preparación para presentar el examen único de COMIPEMS. Los cursos se impartirán en dos modalidades: 1. Curso digital (Curso Erelis) y 2. Curso Presencial.",386000,4000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9db9a2f362a9d3fe8ce12b708900fc49.pdf
4/7/2020,Sábado 4 de Julio del 2020  ,2020,Alcaldía,Gustavo A. Madero,Salud,Renovando tu Salud,Renovando tu Salud,"Esta acción atenderá a un máximo de 1,000 habitantes de la Demarcación Gustavo A. Madero, con problemas de sobrepeso, obesidad y/o diabetes, a los que se les dará seguimiento de forma semanal a través de consultas médicas, terapias y talleres.",3000000,1000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9db9a2f362a9d3fe8ce12b708900fc49.pdf
4/7/2020,Sábado 4 de Julio del 2020  ,2020,Alcaldía,Xochimilco,Seguridad,Estímulo a personal seguridad y emergencias,Entrega de Estímulos y/o Recompensas a Personal en Funciones en Materia de Seguridad Ciudadana y Atención de Emergencias que laboran en la demarcación territorial,"Se entregarán 40 estímulos de $5,000.00 pesos el personal en funciones en materia de Seguridad Ciudadana y Atención de Emergencias de Instituciones Públicas que laboran en la Alcaldía Xochimilco.",800000,40,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9db9a2f362a9d3fe8ce12b708900fc49.pdf
4/7/2020,Sábado 4 de Julio del 2020  ,2020,Alcaldía,Xochimilco,Cultura,Certamen Flor Más Bella Ejido,Certamen la Flor Más Bella del Ejido,"Se otorgarán transferencias monetarias a las ganadoras del Certamen de la Flor más Bella del Ejido. El monto de los premios a otorgar es el siguiente: primer lugar $50,000 pesos; segundo lugar $40,000 pesos; tercer lugar $30,000 pesos.",120000,3,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9db9a2f362a9d3fe8ce12b708900fc49.pdf
4/7/2020,Sábado 4 de Julio del 2020  ,2020,Alcaldía,Xochimilco,Cultura,Concurso de canoas alegóricas,Concurso de Canoas Alegóricas,"Se otorgarán transferencias monetarias a los ganadores del Concurso de Canoas Alegóricas. El monto de los premios a otorgar es el siguiente: primer lugar $40,000 pesos; segundo lugar $30,000 pesos; tercer lugar$ 20,000 pesos y cuarto lugar 10,000 pesos.",100000,4,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/9db9a2f362a9d3fe8ce12b708900fc49.pdf
5/7/2020,Domingo 5 de Julio del 2020  ,2020,Alcaldía,Cuajimalpa,Alimentación,Siempre Contigo,Siempre Contigo,"Entrega de 36,350 paquetes alimentarios con productos de la canasta básica no perecederos con un valor individual de $1,275.51.",49999788.4,36350,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ae4bf9e130ed56b6f87580bccc2744b0.pdf
5/7/2020,Domingo 5 de Julio del 2020  ,2020,Alcaldía,Cuajimalpa,Alimentación,MERCOMUNA CUAJIMALPA,MERCOMUNA CUAJIMALPA,"Se otorgará una transferencia monetaria de $1,050 pesos en vales, en tres ministraciones quincenales de $350 pesos a personas que sean beneficiarias del Programa de Abasto Social de Leche Liconsa en la alcaldía Cuajimalpa.",9796500,9330,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/ae4bf9e130ed56b6f87580bccc2744b0.pdf
7/7/2020,Martes 7 de Julio del 2020  ,2020,Central,COPRED,Inclusión,Red ciudadana igualdad y no discriminación,Red Ciudadana por la Igualdad y la No Discriminación de la Ciudad de México (REDCII) 2020,"Se otorgarán apoyos económicos mensuales de $1,500 a 18 facilitadores de servicios para llevar a cabo pláticas y conferencias en temas relacionados con la no discriminación.El número estimado de usuarios es de 8,500 personas.",200000,8500,https://www.copred.cdmx.gob.mx/storage/app/media/lineamientos-para-la-elaboracion-de-acciones-sociales-2020-redcii-2020.pdf
7/7/2020,Martes 7 de Julio del 2020  ,2020,Alcaldía,Xochimilco,Seguridad,Alerta comunitaria ante contingencias locales,Alertando a Nuestra Comunidad,"Se instalarán 117 alarmas vecinales en las 80 unidades territoriales de Xochimilco. Se estima beneficiar a 5,000 personas.",3115000,5000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/a11631ea8e8c9b38163ef86a3b95ad7a.pdf
9/7/2020,Jueves 9 de Julio del 2020  ,2020,Alcaldía,Venustiano Carranza,Salud,Kits limpieza familias Venustiano Carranza,Apoyo a Familias Residentes en la Demarcación Territorial de Venustiano Carranza con Kits de Limpieza y Salud,"Se entregarán 10,000 kits de limpieza y salud a personas residentes de la demarcación.",1856000,10000,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/fe29d71f6ba2b58e8845d7214c1b706f.pdf
10/7/2020,Viernes 10 de Julio del 2020  ,2020,Central,DIF,Infancia,Apoyo alimentario único emergente COVID,Apoyo Alimentario Único Emergente COVID-19,"Se otorgarán transferencias en especie (paquetes alimentarios) a niñas y niños beneficiarios del programa ""Mi Beca para Empezar"" en el contexto de la emergencia sanitaria",367159529.7,1200000,http://intranet.dif.df.gob.mx/transparencia/new/Marco_Normativo_2020/LINEAMIENTO_APOYO_ALIMENTARIO_2020.pdf
10/7/2020,Viernes 10 de Julio del 2020  ,2020,Alcaldía,Tláhuac,Vivienda,Construcción de cisterna en Tláhuac,"Construyendo tu Cisterna, Tláhuac Crece Contigo","Se instalaran en 200 viviendas cisternas, el servicio de instalación contempla trabajos de albañilería, instalación hidráulica, eléctrica y acabados.",6000000,200,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/74697a6f6a47724a067751e90fe8ab38.pdf
14/07/2020,Martes 14 de Julio del 2020  ,2020,Alcaldía,Gustavo A. Madero,Vivienda,Apoyo emergente en Lindavista Vallejo,Apoyo Emergente para los Habitantes de la Unidad Habitacional Lindavista Vallejo,"Se entregarán transferencias monetarias por un monto de $5,000 pesos durante seis ministraciones a 40 familias que sufrieron daños en sus viviendas y que  habitan en la Unidad Habitacional Lindavista Vallejo, ubicada en la Alcaldía Gustavo A. Madero.",1200000,40,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/dabc6baa56d5376cdb2b01544dbdbe1c.pdf
21/07/2020,Martes 21 de Julio del 2020  ,2020,Alcaldía,Benito Juárez,Cultura,Apoyo compañías Teatro Montoya BJ,"Apoyo Emergente a las Compañías Integrantes de la Programación 2019-2020 del Teatro María Tereza Montoya de la Alcaldía Benito Juárez, ante la contingencia por el COVID-19","Se otorgarán transferencias monetarias por única ocasión a 8 compañías artísticas que postularán proyectos artísticos, a efecto de continuar con las funciones que quedaron pendientes de llevarse a cabo, en el teatro María Tereza Montoya.",220000,8,https://alcaldiabenitojuarez.gob.mx/ckfinder/userfiles/files/Lineamientos%20compan%CC%83ias%20TMTM%202020.pdf
21/07/2020,Martes 21 de Julio del 2020  ,2020,Alcaldía,Benito Juárez,Educación,Regreso a clases Benito Juárez,Regreso a Clases BJ,"Se otorgarán  un kit con valor de  $2,000 pesos que contendrá productos educativos básicos : mochila, material educativo y zapatos tipo escolar.",3000000,1500,https://alcaldiabenitojuarez.gob.mx/ckfinder/userfiles/files/lineamientos%20ACCIO%CC%81N%20REGRESO%20A%20CLASES%20BJ%202020.pdf
21/07/2020,Martes 21 de Julio del 2020  ,2020,Alcaldía,Benito Juárez,Empleo,Salarios solidarios BJ ante pandemia,Fortalecimiento de la economía y combate al desempleo de las personas habitantes de la Alcaldía Benito Juárez afectadas por la emergencia sanitaria Covid-19 (Salarios Solidarios BJ),"Se otorgará una transferencia monetaria directa de forma mensual, a las personas que se encuentren empleadas formalmente  y que, derivado de la contingencia, tuvieron una reducción en su ingreso.",6650000,864,https://alcaldiabenitojuarez.gob.mx/ckfinder/userfiles/files/Lineamientos%20salario%20solidario%202020.pdf
21/07/2020,Martes 21 de Julio del 2020  ,2020,Alcaldía,Benito Juárez,Cultura,Reactivación cultural en Benito Juárez,"Reactivación de la Industria Creativa y Cultural en la Alcaldía Benito Juárez, ante la Contingencia por el COVID-19",Se otorgarán  transferencias monetarias por única ocasión a 500 artistas que llevarán a cabo diversos proyectos culturales.,1280000,500,https://alcaldiabenitojuarez.gob.mx/ckfinder/userfiles/files/Lineamientos%20economia%20naranja%202020.pdf
21/07/2020,Martes 21 de Julio del 2020  ,2020,Alcaldía,Tlalpan,Discapacidad,Apoyo discapacidad permanente frente COVID,Apoyo a Personas con Discapacidad Permanente Frente al Covid-19,"Se otorgará una transferencia monetaria de $2,500 pesos por única ocasión  a 576 personas con discapacidad",1500000,576,http://www.tlalpan.cdmx.gob.mx/documentos/acciones-sociales/apoyo-a-personas-con-discapacidad-covid19.pdf
22/07/2020,Miércoles 22 de Julio del 2020  ,2020,Central,Secretaría del Trabajo,Empleo,Apoyo ingresos por obras en Tláhuac,"Apoyo a personas trabajadoras que perdieron su empleo o vieron afectados sus ingresos con motivo de las obras realizadas por el Sistema de Aguas de la Ciudad de México, relacionadas con la sustitución del acueducto ubicado en la avenida Rafael Castillo, colonia La Habana, demarcación territorial Tláhuac","Se otorgarán dos transferencias monetarias totales por $15,800 pesos a personas trabajadoras afectadas por las obras realizadas por el Sistema de Aguas de la Ciudad de México en la sustitución del Acueducto ubicado en la Avenida Rafael Castillo, entre las Calles Reforma Agraria y la Calzada Tláhuac Chalco, Colonia La Habana, Demarcación Territorial Tláhuac.",1564200,99,https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/1efef430099e4a320cc7bda183efe91b.pdf
